smiles,theavy-atom,chiral-center,Rings,Aromatic-Rings,Rotatable-Bonds,Fsp3
COCCCn1c(=N)c2cc(S(N)(=O)=O)ccc2c2c(N)nc(N3CCN(C)CC3)nc21,32,0,4,3,6,0.45
CN(C)CCCn1c(=N)c2cc3ccc(=O)n(C)c3nc2n(CCCN(C)C)c1=N,30,0,3,3,8,0.5238095238095238
N=c1c2cc(C(N)=O)ccc2ncn1-c1nc2ccccc2n1CCN1CCCC1,30,0,5,4,5,0.2727272727272727
Cn1c2ccc(S(C)(=O)=O)cc2c(=O)c2c(=N)n(CCN3CCOCC3)cnc21,29,0,4,3,4,0.42105263157894735
N=c1c2cc(C(=O)NC3CCCCC3)ccc2n2c(CCN3CCCC3)nnc2n1CCN1CCCC1,37,0,6,3,8,0.6428571428571429
CCOC(=O)c1ccc2c(c1)c(=N)c1cnc(N3CCCC3)nc1n2CCCN(C)C,31,0,4,3,7,0.4782608695652174
Cc1cc(=O)oc2cc3ncnc(NCCN4CCCC4)c3cc12,24,0,4,3,4,0.3888888888888889
CS(=O)(=O)c1ccc2c(c1)c(=N)n(CCN1CCCC1)c1nc(Cl)cc(=N)n21,28,0,4,3,4,0.3888888888888889
Cn1c2nc(N3CCNCC3)n(Cc3ccccc3)c(=N)c2c(=N)c2ccc(=O)[nH]c21,31,0,5,4,3,0.2727272727272727
N=c1c2cc3ccncc3cc2n(C2CC2)c(=N)n1CCN,22,0,4,3,3,0.3125
CCOC(=O)c1ccn2c(=N)c3ccc(N4CCNCC4)nc3nc2c1,26,0,4,3,3,0.3333333333333333
Cc1nc2c(c(=N)n1-c1ccc(C(F)(F)F)cc1)c1ncn(CCN3CCCC3)c1c(=N)n2C,34,0,5,4,4,0.391304347826087
CCOC(=O)c1ccc2c(c1)c(=O)c1c(N3CCN(C)CC3)ncnc1n2CC,29,0,4,3,4,0.42857142857142855
CCOC(=O)c1cc2c(=N)n(CCN(C)C)c3nc(C)n(-c4ccccc4)c(=O)c3c2n(C)c1=N,35,0,4,4,6,0.32
C=CCn1c(N2CCN(C)CC2)nc2cc3oc(=O)cc(C)c3cc2c1=N,27,0,4,3,3,0.35
CCn1ccc(=N)c2c(=N)n(CCN3CCOCC3)c3nc4ccccc4nc3c21,30,0,5,4,4,0.36363636363636365
N=c1c2ccc(F)cc2oc2c1cnc1c(NCCN)nccc12,24,0,4,4,3,0.11764705882352941
Cn1c(=O)c2cc3c(cc2n(C)c1=O)c(=N)n(-c1ccccc1)c(=N)n3CCN1CCOCC1,34,0,5,4,4,0.3333333333333333
CCn1c2nc(N3CCN(C)CC3)n(C3CCCC3)c(=N)c2c(=O)c2ccn(C)c21,30,0,5,3,3,0.5909090909090909
CC(=O)c1ccc2cc3c(=N)n(CCN(C)C)c(=N)n(CCCN(C)C)c3nc2c1,30,0,3,3,8,0.45454545454545453
CCn1c(=O)ccc2cc3cc(C(=O)NCCN4CCOCC4)c(=N)n(CCCN4CCOCC4)c3nc21,38,0,5,3,9,0.5555555555555556
CN(C)CCn1c(=N)c2cc3c(=N)n(-c4ccccc4)c(N4CCCCC4)nc3nc2n(C)c1=N,35,0,5,4,5,0.4
CN(C)CCOc1cccc2c1c(=N)c1cc3ccoc3cc1n2C,25,0,4,4,4,0.25
N=c1[nH]c2ccnc(N3CCNCC3)c2cc1-c1ccncc1,23,0,4,3,2,0.23529411764705882
Cc1cc(=O)oc2cc3nc(-c4cccnc4N4CCNCC4)[nH]c(=N)c3cc12,29,0,5,4,2,0.23809523809523808
N=c1c2cc3ccc(=O)oc3cc2nc(N2CCNCC2)n1Cc1ccccc1,29,0,5,4,3,0.22727272727272727
CCOC(=O)c1ccc2c(c1)c(=N)c1cc(C(=O)OC)ccc1n2CCN(C)C,29,0,3,3,6,0.3181818181818182
N=c1c2ccc(C(N)=O)cc2oc2cc(N3CCNCC3)ncc12,24,0,4,3,2,0.23529411764705882
Cn1c(=O)c2cc3cc(C(N)=O)c(=N)n(CCN4CCOCC4)c3nc2n(C)c1=N,30,0,4,3,4,0.42105263157894735
CN1CCN(c2ccc3c(=N)[nH]c4c5ccncc5ccc4c3n2)CC1,26,0,5,4,1,0.25
N=c1c2ccc(C(=O)O)cc2oc2cnn(CCN)c(=N)c12,22,0,3,3,3,0.14285714285714285
N=c1[nH]c(N2CCNCC2)nc2c1c(=O)c1cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc1n2CCN1CCOCC1,43,0,6,4,6,0.3793103448275862
CN(C)CCn1c2ccc(C(=O)NCc3ccccn3)cc2c2c(N3CCNCC3)ncnc21,34,0,5,4,7,0.36
N=c1c2ccc(C(F)(F)F)cc2oc2ccnc(N3CCNCC3)c12,25,0,4,3,1,0.29411764705882354
N=c1c2cc(C(N)=O)ccc2oc2c(Cl)c(N3CCNCC3)ncc12,25,0,4,3,2,0.23529411764705882
CN(C)CCSc1nc2c(c(=O)c3ccccc3n2C)c(=N)n1-c1ccc(C(N)=O)cc1,32,0,4,4,6,0.21739130434782608
Cn1c2ccc(S(C)(=O)=O)cc2c(=N)c2cnc(N3CCNCC3)nc21,26,0,4,3,2,0.35294117647058826
COC(=O)c1cc2c(=O)n3c(=O)c4ccccc4sc3nc2n(CCN2CCCC2)c1=N,32,0,5,4,4,0.3181818181818182
N=c1c2c(=O)c3cc(F)ccc3n(CCN3CCCCC3)c2ncn1Cc1ccccc1F,33,0,5,4,5,0.32
CCn1c(=O)n(C)c(=O)c2cc3c(=N)n(CCN4CCCCC4)c(N4CCCCC4)nc3nc21,34,0,5,3,5,0.625
COC(=O)c1ccc2c(=N)c3ccc4ccnc(N5CCN(C)CC5)c4c3oc2c1,30,0,5,4,2,0.2608695652173913
CN1CCN(c2ncnc3c2cc(-c2cccc(S(C)(=O)=O)c2)c(=N)n3C)CC1,29,0,4,3,3,0.35
CCN1CCN(CCn2c(=N)c3cc4cc(C(=O)O)c(=N)n(C)c4nc3n(CC(F)(F)F)c2=N)CC1,36,0,4,3,6,0.5
N=c1c2cc(C(N)=O)ccc2[nH]c2ncnc(N3CCNCC3)c12,24,0,4,3,2,0.25
CCn1c(=N)c2ccc(N3CCNCC3)nc2n2cccc12,22,0,4,3,2,0.375
CN(C)CCn1cnc2c(c(=O)c3cc(S(N)(=O)=O)ccc3n2C2CC2)c1=N,28,0,4,3,5,0.3888888888888889
N=c1oc2ccnc(N3CCNCC3)c2c2ccc(=O)[nH]c12,22,0,4,3,1,0.26666666666666666
CC(=O)c1ccc2c(=N)c3c(N4CCNCC4)ncnc3oc2c1,24,0,4,3,2,0.29411764705882354
N#Cc1c(N2CCNCC2)ncc2cc3cc(C(N)=O)ccc3nc12,25,0,4,3,2,0.2222222222222222
Cn1c(=N)c2cc3cnn(CCN4CCCCC4)c3nc2c2ccc(C(=O)O)cc21,30,0,5,4,4,0.36363636363636365
CC(=O)c1ccc2c(=O)c3c(=N)n(Cc4cccc(F)c4)cnc3n(CCN3CCOCC3)c2c1,35,0,5,4,6,0.3076923076923077
N=c1c2cc3c(cc2ncn1CCN1CCOCC1)c1ccccc1n3Cc1ccc(F)cc1,34,0,6,5,5,0.25925925925925924
Cn1c2ccc(C(=O)c3ccccc3)cc2c(=N)c2c(N3CCNCC3)nc(N3CCNCC3)nc21,36,0,6,4,4,0.3333333333333333
N=c1c2ccc(C(=O)NCCn3cccc3)cc2n(CCN2CCOCC2)c2nc3ccccn3c(=N)c12,38,0,6,5,7,0.2857142857142857
CN1C(=O)C(=O)n2c1nc1c(c2=N)c(=N)n(CCN2CCCCC2)c(=N)n1CCCN1CCOCC1,36,0,5,2,7,0.6521739130434783
CN(C)CCSc1nc2c(c(=N)c3ccc(C(=O)O)cc3n2C)c(=N)n1-c1ccccc1,32,0,4,4,6,0.21739130434782608
N=c1c2cc(C(N)=O)c(=N)n(CCN)c2nc2n1CCC2,21,0,3,2,3,0.38461538461538464
CCCCn1c(N2CCN(C)CC2)nc2nc3c(cc2c1=N)c(=N)n(C)c(=O)n3C,30,0,4,3,4,0.55
N=c1c2cc3c(=N)n4ccccc4nc3cc2n(CCN2CCCC2)c2ncccc12,31,0,6,5,3,0.25
CC(=O)c1ccc2c(c1)c(=N)c1cnc(N3CCN(C)CC3)nc1n2CCCN(C)C,31,0,4,3,6,0.4782608695652174
CN(C)CCn1ncc2c(oc(=N)c3[nH]c(=O)ccc32)c1=N,22,0,3,3,3,0.2857142857142857
N=c1ccc2cc3c(N4CCNCC4)ncnc3cc2o1,21,0,4,3,1,0.26666666666666666
Cn1c2ccc(F)cc2c(=O)c2c(=N)n(CCN3CCOCC3)c(N3CCNCC3)nc21,32,0,5,3,4,0.5
NC(=O)c1cnc2c(c1)c(=O)c1cc(N3CCNCC3)cnc1n2C1CC1,27,0,5,3,3,0.3684210526315789
NCCc1nnc2c3cc4c(=O)[nH]ccc4cc3nc(N3CCCC3)n12,26,0,5,4,3,0.3333333333333333
CN1CCN(c2cc(=N)n3c(n2)n(CC(F)(F)F)c(=N)c2ccc(=O)n(CCN4CCCC4)c23)CC1,36,0,5,3,5,0.5652173913043478
CCOC(=O)c1cc(C)c2nc(-c3cccnc3N3CCN(C)CC3)cc(=N)n2c1,30,0,4,3,4,0.36363636363636365
N=c1c2cc3cc(C(=O)O)ccc3cc2ncn1CCN,21,0,3,3,3,0.13333333333333333
Cn1c(=N)c2cc3c(=N)n(-c4ccccc4)c(=N)n(CCCN4CCOCC4)c3nc2n(CCN2CCOCC2)c1=N,42,0,6,4,8,0.4827586206896552
CCN(CC)CCN1CCCC1Cn1cnc2c(c(=N)c3cc(C(=O)O)cnc3n2C2CC2)c1=N,35,1,5,3,9,0.56
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(Cc1ccc(OC)cc1)c(=O)n3CCCN(C)C,35,0,4,4,8,0.3076923076923077
CN(C)CCn1c(=N)c2cc3c(=N)n4c(nc3nc2n(CCN(C)C)c1=N)CCC4,30,0,4,3,6,0.55
CCOC(=O)c1cc2c(=N)n(CCN3CCCCC3)cnc2n(C)c1=N,26,0,3,2,5,0.5555555555555556
CN(C)CCCn1c(=N)n(Cc2ccc(Cl)cc2)c(=N)c2c(=N)n3ccccc3nc21,31,0,4,4,6,0.2727272727272727
CC(=O)c1ccc(-n2cnc3c(c(C)nc(=O)n3CCN(C)C)c2=N)cc1,27,0,3,3,5,0.3157894736842105
CCOC(=O)c1ccc2nc3oc(=N)ccc3c(NCCNC3CCCCC3)c2c1,30,0,4,3,7,0.43478260869565216
N=c1c2cc(C=CC(=O)C(F)(F)F)c(=N)n(CCN)c2nc2n1CCC2,26,0,3,2,4,0.375
CCOC(=O)c1ccc2nc3c(ncn3CCN(C)C)c(=N)n2c1,24,0,3,3,5,0.375
COC(=O)c1ccc2c(c1)c(=N)c1cc3c(=N)n(C)cnc3nc1n2CCN(C)C,30,0,4,4,4,0.2857142857142857
COC(=O)c1cnc2c(c1)c(=N)n1cc3ccc(=O)cc-3nc1n2CCN(C)C,29,0,4,2,4,0.25
N=c1c2c3ccc(C(=O)c4cc[nH]c4)cc3c(=N)n(CCN3CCOCC3)c2ncn1CCN1CCOCC1,39,0,6,4,8,0.42857142857142855
N=c1c2cc3ccccc3n(CCN3CCCCC3)c-2nc2ccc(C(=O)O)cc12,30,0,5,2,4,0.2916666666666667
COc1ccc2nc3c4cc(C(C)=O)ccc4nc(NCCN)n3c(=N)c2c1,28,0,4,4,5,0.2
CCOC(=O)c1ccc2nc(N3CCN(C)CC3)c3c(=N)n(CCN(C)C)c(C)nc3c2c1,33,0,4,3,6,0.5
CN(C)CCn1cc(C(=O)O)c(=N)c2cc3c(=O)c4cc(Cl)ccc4n(CCN(C)C)c3cc21,34,0,4,4,7,0.32
COC(=O)c1cc2c(=N)n(CCN3CCOCC3)c3nc(C)nc(N)c3c2n(C)c1=N,31,0,4,3,4,0.45
O=c1ccc2cc3c(N4CCCNCC4)nccc3cc2o1,22,0,4,3,1,0.29411764705882354
CCN(CC)CCn1c(=N)c2cc3ncn(C)c(=N)c3cc2n(CCN(CC)CC)c1=N,32,0,3,3,10,0.5652173913043478
CN(C)CCNc1nc(=N)oc2cc3oc(=N)ccc3cc12,22,0,3,3,4,0.26666666666666666
COC(=O)c1ccc2[nH]c(=N)c3cc(C#N)c(N4CCNCC4)nc3c2c1,27,0,4,3,2,0.2631578947368421
CN(C)c1ccc2c(c1)c(=N)c1c(N3CCNCC3)ncnc1n2C,25,0,4,3,2,0.3888888888888889
Cn1c2nc(SCCN3CCCCC3)n(Cc3ccccc3)c(=N)c2c(=O)c2ccc(=O)[nH]c21,34,0,5,4,6,0.36
CN(C)CCSc1nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c(=N)n1Cc1ccccc1,33,0,4,4,7,0.25
CCCCn1c(=N)n(CCN(C)C)c(=O)c2cc3cc(C(=O)OCC)c(=N)n(C)c3nc21,32,0,3,3,8,0.5
Cn1c2ccc(C(=O)O)cc2c(=O)c2c(=N)n(Cc3ccccc3)cnc21,27,0,4,4,3,0.1
N=c1c2cc3ncccc3cc2n(CCCN)c2ncnc(N3CCNCC3)c12,29,0,5,4,4,0.3333333333333333
N=c1c(C(=O)NCc2ccc(F)cc2)cc2cc3cc[nH]c3nc2n1CCN1CCCC1,32,0,5,4,6,0.2916666666666667
COC(=O)c1ccc2c(c1)c(=N)c1c(N3CCNCC3)ncnc1n2CCN(C)C,30,0,4,3,5,0.42857142857142855
CCCn1c(=N)n(CCN2CCOCC2)c(=N)c2c3c(cnc21)CCCCC3,28,0,4,2,5,0.6666666666666666
N=c1c2ccccc2oc2cc3ccnc(N4CCNCC4)c3cc12,25,0,5,4,1,0.2
N=c1oc2c(cc1-c1ccccc1)c(=N)[nH]c1c2cnn1CCN,24,0,4,4,3,0.11764705882352941
Cn1c(=O)ccc2cc3c(=N)n(CCN4CCOCC4)c(=N)n(CCCN4CCOCC4)c3nc21,35,0,5,3,7,0.5833333333333334
N=c1[nH]c(N2CCOCC2)nc2c1cc1c(=N)n(CCN3CCOCC3)c(=N)nc-1n2C1CCCCC1,37,0,6,1,5,0.64
CN(C)CCn1c2ccc(F)cc2c(=N)c2cc3ccc(=N)n(CCN)c3nc21,29,0,4,4,5,0.2857142857142857
N=c1c(C(=O)NCCN2CCOCC2)cc2cc3c(=O)n4ccccc4nc3nc2n1CCN1CCOCC1,39,0,6,4,7,0.4444444444444444
Cn1c2cnccc2c(=O)c2c(=N)n(Cc3ccccc3)c(N3CCNCC3)nc21,30,0,5,4,3,0.2727272727272727
CCn1c(=N)c(C(N)=O)cc2c(=N)n(CCCN(CC(F)(F)F)CC(F)(F)F)cnc21,31,0,2,2,8,0.5294117647058824
CCOC(=O)c1ccc2c(=N)n(CCN3CCCCC3)c3nc4ccccc4c(=O)n3c2c1,33,0,5,4,5,0.36
CCOC(=O)c1cc2c(=N)n3c(nc2n(C)c1=N)CCC3CN,23,1,3,2,3,0.4666666666666667
CN1CCN(c2nc3nc4nc5ccccn5c(=O)c4cc3c(=N)[nH]2)CC1,27,0,5,4,1,0.2777777777777778
CCOC(=O)c1cnc2c(c1)c(=O)c1c(=N)n3c(nc1n2CCCN(C)C)CCCCC3,32,0,4,3,6,0.5217391304347826
COC(=O)c1ccc2nc3ncc(C(=O)N4CCCC4)cn3c(=N)c2c1,26,0,4,3,2,0.2777777777777778
CS(=O)(=O)c1ccc2nc(N3CCN(c4ccccn4)CC3)[nH]c(=N)c2c1,27,0,4,3,3,0.2777777777777778
N=c1[nH]c(N2CCN(CCOc3ccc(Cl)cc3)CC2)nc2ccc(S(=O)(=O)N3CCCCC3)cc12,36,0,5,3,7,0.44
CN(C)CCn1c(=O)c2cc3ccc(C(=O)O)cc3nc2n(Cc2ccccc2)c1=N,31,0,4,4,6,0.21739130434782608
N=c1c2ccccc2n(CCN2CCCC2)c2c1ccc1cc(C(=O)O)ccc12,29,0,5,4,4,0.25
CN1CCN(c2nc3cc4c(cc3c(=N)n2C)c(=O)n(C)c(=O)n4C)CC1,27,0,4,3,1,0.4444444444444444
CCN(CC)CCSc1nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c(=N)n1-c1ccc(OC)cc1,36,0,4,4,9,0.3076923076923077
COC(=O)c1cc(=N)c2cc3ncn(CCN(C)C)c(=N)c3cc2o1,25,0,3,3,4,0.29411764705882354
CCOC(=O)c1ccc2nc3c(cc2c1)c(=N)n(CCCN(C)C)c(=O)n3CCCN(C)C,33,0,3,3,10,0.5
N=c1[nH]c(=N)n(CCN2CCCC2)c2cc3cnn(Cc4ccc(F)cc4)c3cc12,30,0,5,4,5,0.3181818181818182
CN(C)CCn1c(=N)c2c(=N)c3c(n(C)c2c2c(=N)n(C)cnc21)CCCC3,28,0,4,3,3,0.5
Cc1ccc2c(=N)n(Cc3nc4ccccc4n3CCN3CCOCC3)c(=N)n(CCN3CCOCC3)c2n1,39,0,6,4,8,0.5
N=c1c2cc(C(=O)Nc3ccc(F)cc3)c(=N)n(C3CC3)c2c2cccnc2n1CCCN1CCOCC1,38,0,6,4,7,0.35714285714285715
CCN(CC)CCNc1c2cc(S(=O)(=O)N(CC)CC)ccc2nc2c1c(=N)n(C)c(=N)n2C,34,0,3,3,10,0.5217391304347826
N=c1c2cnc3ccc(C(=O)c4ccccc4)cc3c2nc2n1CCNCC2,28,0,5,4,2,0.18181818181818182
Cn1c2cc3cccnc3cc2c(=O)c2c(N3CCNCC3)ncnc21,26,0,5,4,1,0.2631578947368421
Cc1ccccc1NC(=O)c1ccc2c(c1)c(=N)c1c(N)ncnc1n2CCN(C)C,31,0,4,4,5,0.21739130434782608
Cc1cc(-c2cc3c(N4CCNCC4)ncnc3[nH]c2=N)ccn1,24,0,4,3,2,0.29411764705882354
Cn1c(=O)c2cc3c(=N)n(Cc4ncccc4N)cnc3cc2n(C)c1=O,27,0,4,4,2,0.16666666666666666
N=c1c2ccccc2oc2c1cnc1c2cnn1CCN,21,0,4,4,2,0.13333333333333333
N=c1nc(N2CCNCC2)oc2nc3cc4cccnc4cc3cc12,25,0,5,4,1,0.2222222222222222
COC(=O)c1ccc2cc3c(N4CCN(C5CCCCC5)CC4)nccc3nc2c1,30,0,5,3,3,0.4583333333333333
N=c1c2cc(-c3coc4ccccc4c3=O)ccc2ncn1CCN1CCOCC1,30,0,5,4,4,0.2608695652173913
N=c1c2ccccc2n(CCN2CCCC2)c2nc(N3CCNCC3)n(Cc3ccc(F)cc3)c(=N)c12,37,0,6,4,6,0.39285714285714285
CCN(CC)CCNc1ncnc2oc3cc(C(=O)OC)ccc3c(=N)c12,27,0,3,3,7,0.3684210526315789
Cn1c2nc3ccccc3cc2c(=N)c2c(N3CCNCC3)ncnc21,26,0,5,4,1,0.2631578947368421
Cc1nc2cc3c(cc2c(=O)n1C)c(=N)n(CCN1CCOCC1)c(=N)n3C,28,0,4,3,3,0.47368421052631576
N=c1c2cc(C(N)=O)ccc2oc2ccnc(-c3cncc(N4CCNCC4)c3)c12,30,0,5,4,3,0.18181818181818182
N=c1c(C(N)=O)cn2c(=N)c3cc4cccnc4cc3nc2n1CCN,26,0,4,4,3,0.11764705882352941
CN1CCN(c2nc3cc4c(=N)occc4cc3c3nn(C)c(=N)n23)CC1,27,0,5,4,1,0.3333333333333333
Cc1ccc(S(=O)(=O)c2ccc3c(c2)c(=O)c2c(N4CCNCC4)nc(N4CCN(C)CC4)nc2n3C)cc1,39,0,6,4,4,0.39285714285714285
N=c1c2ccc(C=O)cc2n(CCN)c2ncnc(N3CCNCC3)c12,26,0,4,3,4,0.3333333333333333
N=c1c2ccccc2n(CCN2CCCC2)c2nc(N3CCNCC3)n(Cc3cccc(F)c3)c(=N)c12,37,0,6,4,6,0.39285714285714285
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(-c1ccc(OC)cc1)c(=N)n3CCCN(C)C,34,0,4,4,7,0.28
CCn1c(=N)ccc2cc3cc(CCCN4CCCC4)c(=N)oc3cc21,26,0,4,3,5,0.42857142857142855
CCNc1nc2cc3c(=N)oc4cnccc4c3cc2c(=N)n1CCN(C)C,28,0,4,4,5,0.3
N=c1c2c3c(sc2n(CCN2CCOCC2)c(=N)n1CCN1CCOCC1)CCCC3,31,0,5,2,6,0.7272727272727273
Cn1c(=N)c2cc3cccnc3cc2c2c(=N)n(CCN3CCOCC3)c3ncccc3c21,33,0,6,5,3,0.28
CN(C)CCNc1cc(=N)oc2cc3[nH]c(=N)oc(=O)c3cc12,23,0,3,3,4,0.26666666666666666
N=c1[nH]c2ccc(-c3cc(N)ccn3)cc2c2ncnc(NCCN)c12,26,0,4,4,4,0.1111111111111111
CCn1c(=N)c2sccc2c2c(=N)n3cnn(CCN(C)C)c3nc21,25,0,4,4,4,0.375
CCn1c(=O)c2cc3c(=N)[nH]c(N4CCN5CCCC5C4)nc3nc2n(CC)c1=O,30,1,5,3,3,0.55
N=c1c2cc3c(=N)n(CCN4CCOCC4)c(=N)n(CCN4CCOCC4)c3nc2ccn1CCN1CCOCC1,41,0,6,3,9,0.6428571428571429
N=c1oc2cc(O)ccc2c2cc3c(=N)ncn(CCN4CCOCC4)c3cc12,29,0,5,4,3,0.2857142857142857
Cc1nc2nc3c(cc2c(=N)[nH]1)c(=N)[nH]c(=N)n3CCN,21,0,3,3,2,0.25
Cn1c2cc3cccnc3cc2c(=O)c2c(=N)n(Cc3ccccc3)c(N3CCNCC3)nc21,34,0,6,5,3,0.23076923076923078
CCn1c(=N)c2cc(S(C)(=O)=O)ccc2n(CCCN2CCOCC2)c1=N,27,0,3,2,6,0.5555555555555556
CN1CCN(c2ccc3cc4[nH]c(=N)oc(=N)c4cc3n2)CC1,23,0,4,3,1,0.3125
Cc1c(C#N)c2cc3ccc(C(=O)O)cc3nc2n(CCCN(C)C)c1=N,27,0,3,3,5,0.3
N=c1c2cccnc2n(CCN2CCCC2)c2c1ccc1cc(C(=O)O)ccc12,29,0,5,4,4,0.2608695652173913
CCn1c2ccc(C(N)=O)cc2c(=N)c2cnc(N3CCNCC3)nc21,26,0,4,3,3,0.3333333333333333
CCN1CCN(c2nc3ccc(S(=O)(=O)N4CCCCC4)cc3c(=N)[nH]2)C(C)C1,29,1,4,2,4,0.6
N=c1c2ccccc2n(CCN2CCOCC2)c2[nH]c(=NCCN3CCCC3)c(C(N)=O)cc12,34,0,5,3,7,0.48
CN(C)CCn1c(=N)c2cc3ccc(=N)n(CCN(C)C)c3nc2n(C)c1=N,28,0,3,3,6,0.47368421052631576
N=c1ccn(CCN2CCOCC2)c2nc3ccc(C(=O)NCc4ccccc4)cc3cc12,33,0,5,4,6,0.2692307692307692
N=c1c2nc3ccccc3nc2n(CCCN2CCOCC2)c(=N)n1CCCN1CCOCC1,34,0,5,3,8,0.5833333333333334
CN(C)CCCn1c(=N)c(=Cc2ccco2)c(=N)n2c(=O)c3ccccc3nc12,29,0,4,4,5,0.23809523809523808
CCOC(=O)c1cccn2c(=N)c3c(=N)[nH]c(N4CCN(C)CC4)nc3nc12,28,0,4,3,3,0.3888888888888889
CN(C)CCCn1c(=N)c(C(N)=O)cc2c(=N)n(-c3ccccc3)cnc21,27,0,3,3,6,0.2631578947368421
N=c1c2cc3c(F)c(F)ccc3nc2n(CCN2CCCCC2)c(=N)n1CCN1CCCCC1,34,0,5,3,6,0.56
CN(C)CCNc1ncnc2oc(=Nc3ccccc3)c(C(N)=O)cc12,26,0,3,3,6,0.2222222222222222
N=c1oc2ncnc(N3CCNCC3)c2cc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,32,0,5,3,4,0.4090909090909091
N=c1ccc2cc3c(=O)n4c(nc3cc2n1CCN1CCOCC1)CCCC4,28,0,5,3,3,0.47619047619047616
Cn1c(=N)c2cc3c(nc2n(C)c1=N)c(=N)n(CCN1CCOCC1)c1ccccc31,31,0,5,4,3,0.36363636363636365
Cn1c(=N)c2cc(C(=O)O)ccc2c2c(=N)n(CCN3CCOCC3)c3ccccc3c21,32,0,5,4,4,0.2916666666666667
CCn1c(=N)n(C)c(=N)c2c(=N)n(C)c(N3CCNCC3)nc21,23,0,3,2,2,0.5714285714285714
CN(C)CCn1c(=N)c2cc3c(=N)n4ccccc4nc3nc2n(CCN(C)C)c1=N,31,0,4,4,6,0.38095238095238093
N=c1c2cc(C(F)(F)F)ccc2n(Cc2ccccc2)c2ncnc(N3CCNCC3)c12,32,0,5,4,3,0.2608695652173913
N=c1[nH]c(N2CCNCC2)nc2cc3c(=N)[nH]c(N4CCOCC4)nc3cc12,28,0,5,3,2,0.4444444444444444
CN(C)CCCn1cc(C(=O)NCCN(C)C)c(=N)c2cc3cc(C(=O)NCCN(C)C)ccc3nc21,37,0,3,3,12,0.48148148148148145
CS(=O)(=O)c1ccc2c(c1)oc(=N)c1c(SCCN)nccc12,23,0,3,3,4,0.2
COc1ccc(C(=O)c2ccc3c(c2)c(=N)c2c(N4CCNCC4)ncnc2n3C)cc1,32,0,5,4,4,0.25
COC(=O)c1cccc2c(=N)c3cc4ccccc4nc3n(CCCN(C)C)c12,29,0,4,4,5,0.2608695652173913
N=c1[nH]cc(-c2cc3c(N4CCNCC4)ncnc3[nH]c2=N)cc1Cl,25,0,4,3,2,0.25
COC(=O)c1ccc2c(c1)c1cc3c(=N)c(C#N)cn(CCN(C)C)c3cc1n2C,30,0,4,4,4,0.2608695652173913
N=c1c2cc(S(=O)(=O)N3CCCC3)ccc2n(CCN2CCOCC2)c(=N)n1-c1ccccc1,34,0,5,3,6,0.4166666666666667
N=c1c2cc(C(=O)NCc3ccc(C(F)(F)F)cc3)c(=N)n(CCCN3CCOCC3)c2nc2n1CCC2,38,0,5,3,7,0.46153846153846156
CN1CCN(c2ncnc3c2c(=N)c2cc(S(C)(=O)=O)ccc2n3C2CC2)CC1,29,0,5,3,3,0.45
CN(C)CCCn1c(SCCN(C)C)nc2ccc(S(=O)(=O)N(C)C)cc2c1=N,29,0,2,2,10,0.5789473684210527
COC(=O)c1ccc(-n2c(CCN3CCCC3)nc3c(c(=N)c4ccccc4n3CCN3CCCCC3)c2=N)cc1,41,0,6,4,8,0.4375
N=c1c2cc(C(=O)c3cccnc3)ccc2n(CCN2CCCC2)c2ncccc12,30,0,5,4,5,0.25
N=c1c2cc3ccccc3nc2n(CCN2CCCCC2)c2nc3ccccc3cc12,31,0,6,5,3,0.2692307692307692
Cn1c(=O)c(C(=O)O)cc2cc3c(=N)n(CCN4CCOCC4)c(=N)n(CCCN4CCOCC4)c3nc21,38,0,5,3,8,0.56
N=c1c2cc3cnccc3cc2ncn1CCN1CCCCC1,23,0,4,3,3,0.3888888888888889
Cn1c2ccc(C(=O)O)cc2c(=O)c2c(=N)n(-c3ccccc3)c(SCCN)nc21,30,0,4,4,5,0.14285714285714285
N=c1c2ccccc2oc2cc3c(N4CCNCC4)ncnc3cc12,25,0,5,4,1,0.21052631578947367
Cn1c(=N)c(-c2cccnc2CN)cc2cc3cccnc3nc21,24,0,4,4,2,0.1111111111111111
CN1CCN(c2ncc3cc(-c4ccn(C)c(=O)c4)c(=N)n(C)c3n2)CC1,27,0,4,3,2,0.3684210526315789
O=Cc1cc(=O)oc2cc3ccnc(N4CCNCC4)c3cc12,23,0,4,3,2,0.23529411764705882
CCCCn1c(=O)c2ccccc2c2c(=N)n3c(C)nn(CCN(C)C)c3nc21,29,0,4,4,6,0.42857142857142855
CN1CCN(c2nc(N3CCCC3)c3cc4c(cc3n2)c(=N)c(C(=O)O)cn4C2CC2)CC1,33,0,6,3,4,0.5
CC(=O)c1ccc2c(c1)c1ncnc(N3CCN(C)CC3)c1c(=N)n2C,26,0,4,3,2,0.3684210526315789
CCOC(=O)c1cc2cc(C(=O)OCC)c(=N)n(CCCN(CC)CC)c2n(C)c1=N,31,0,2,2,10,0.5454545454545454
