idx,strain_energy
O14757_Pocket2Mol_idx-in-all-generaetd-860,283.40999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-861,919.6999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-862,623.1700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-863,779.43
O14757_Pocket2Mol_idx-in-all-generaetd-864,1347.99
O14757_Pocket2Mol_idx-in-all-generaetd-865,370.33
O14757_Pocket2Mol_idx-in-all-generaetd-866,3851.5200000000004
O14757_Pocket2Mol_idx-in-all-generaetd-867,271.46000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-868,762.4399999999999
O14757_Pocket2Mol_idx-in-all-generaetd-869,6747.26
O14757_Pocket2Mol_idx-in-all-generaetd-870,251.86999999999998
O14757_Pocket2Mol_idx-in-all-generaetd-871,353.95
O14757_Pocket2Mol_idx-in-all-generaetd-872,533.02
O14757_Pocket2Mol_idx-in-all-generaetd-873,172.32
O14757_Pocket2Mol_idx-in-all-generaetd-874,922.4799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-875,348.33000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-876,348.38
O14757_Pocket2Mol_idx-in-all-generaetd-877,679.9000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-878,408.06000000000006
O14757_Pocket2Mol_idx-in-all-generaetd-879,1443.78
O14757_Pocket2Mol_idx-in-all-generaetd-880,438.9
O14757_Pocket2Mol_idx-in-all-generaetd-881,1140.92
O14757_Pocket2Mol_idx-in-all-generaetd-882,259.33
O14757_Pocket2Mol_idx-in-all-generaetd-883,326.99
O14757_Pocket2Mol_idx-in-all-generaetd-884,760.9599999999999
O14757_Pocket2Mol_idx-in-all-generaetd-885,718.1299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-886,643.17
O14757_Pocket2Mol_idx-in-all-generaetd-887,816.3900000000001
O14757_Pocket2Mol_idx-in-all-generaetd-888,6816.16
O14757_Pocket2Mol_idx-in-all-generaetd-889,488.73999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-890,877.52
O14757_Pocket2Mol_idx-in-all-generaetd-891,376.28
O14757_Pocket2Mol_idx-in-all-generaetd-892,1188.8600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-893,579.54
O14757_Pocket2Mol_idx-in-all-generaetd-894,244.50000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-895,803.5500000000001
O14757_Pocket2Mol_idx-in-all-generaetd-896,725.73
O14757_Pocket2Mol_idx-in-all-generaetd-897,235.51999999999998
O14757_Pocket2Mol_idx-in-all-generaetd-898,637.27
O14757_Pocket2Mol_idx-in-all-generaetd-899,233.27999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-900,736.02
O14757_Pocket2Mol_idx-in-all-generaetd-901,706.38
O14757_Pocket2Mol_idx-in-all-generaetd-902,942.4700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-903,1157.77
O14757_Pocket2Mol_idx-in-all-generaetd-904,468.45
O14757_Pocket2Mol_idx-in-all-generaetd-905,605.34
O14757_Pocket2Mol_idx-in-all-generaetd-906,863.6700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-907,657.74
O14757_Pocket2Mol_idx-in-all-generaetd-908,714.6700000000001
O14757_Pocket2Mol_idx-in-all-generaetd-909,364.19
O14757_Pocket2Mol_idx-in-all-generaetd-910,1421.83
O14757_Pocket2Mol_idx-in-all-generaetd-911,494.46000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-912,3888.36
O14757_Pocket2Mol_idx-in-all-generaetd-913,645.5
O14757_Pocket2Mol_idx-in-all-generaetd-914,543.44
O14757_Pocket2Mol_idx-in-all-generaetd-915,14152.72
O14757_Pocket2Mol_idx-in-all-generaetd-916,616.84
O14757_Pocket2Mol_idx-in-all-generaetd-917,806.4
O14757_Pocket2Mol_idx-in-all-generaetd-918,299.05999999999995
O14757_Pocket2Mol_idx-in-all-generaetd-919,573.07
O14757_Pocket2Mol_idx-in-all-generaetd-920,2175.71
O14757_Pocket2Mol_idx-in-all-generaetd-921,422.02000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-922,832.81
O14757_Pocket2Mol_idx-in-all-generaetd-923,3813.79
O14757_Pocket2Mol_idx-in-all-generaetd-924,795.88
O14757_Pocket2Mol_idx-in-all-generaetd-925,375.14
O14757_Pocket2Mol_idx-in-all-generaetd-926,822.0500000000001
O14757_Pocket2Mol_idx-in-all-generaetd-927,628.11
O14757_Pocket2Mol_idx-in-all-generaetd-928,666.81
O14757_Pocket2Mol_idx-in-all-generaetd-929,614.78
O14757_Pocket2Mol_idx-in-all-generaetd-930,497.06999999999994
O14757_Pocket2Mol_idx-in-all-generaetd-931,478.59999999999997
O14757_Pocket2Mol_idx-in-all-generaetd-932,777.75
O14757_Pocket2Mol_idx-in-all-generaetd-933,427.76000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-934,829.5400000000001
O14757_Pocket2Mol_idx-in-all-generaetd-935,1168.79
O14757_Pocket2Mol_idx-in-all-generaetd-936,823.3000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-937,492.27
O14757_Pocket2Mol_idx-in-all-generaetd-938,282.07000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-939,633.03
O14757_Pocket2Mol_idx-in-all-generaetd-940,882.8199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-941,776.77
O14757_Pocket2Mol_idx-in-all-generaetd-942,500.02
O14757_Pocket2Mol_idx-in-all-generaetd-943,444.44000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-944,788.36
O14757_Pocket2Mol_idx-in-all-generaetd-945,706.8100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-946,820.8199999999999
O14757_Pocket2Mol_idx-in-all-generaetd-947,14152.84
O14757_Pocket2Mol_idx-in-all-generaetd-948,624.9399999999999
O14757_Pocket2Mol_idx-in-all-generaetd-949,723.77
O14757_Pocket2Mol_idx-in-all-generaetd-950,762.5699999999999
O14757_Pocket2Mol_idx-in-all-generaetd-951,14145.11
O14757_Pocket2Mol_idx-in-all-generaetd-952,757.75
O14757_Pocket2Mol_idx-in-all-generaetd-953,1156.48
O14757_Pocket2Mol_idx-in-all-generaetd-954,778.24
O14757_Pocket2Mol_idx-in-all-generaetd-955,335.63
O14757_Pocket2Mol_idx-in-all-generaetd-956,1161.97
O14757_Pocket2Mol_idx-in-all-generaetd-957,282.7
O14757_Pocket2Mol_idx-in-all-generaetd-958,3988.3
O14757_Pocket2Mol_idx-in-all-generaetd-959,719.8299999999999
O14757_Pocket2Mol_idx-in-all-generaetd-960,632.9100000000001
O14757_Pocket2Mol_idx-in-all-generaetd-961,6849.24
O14757_Pocket2Mol_idx-in-all-generaetd-962,815.26
O14757_Pocket2Mol_idx-in-all-generaetd-963,550.56
O14757_Pocket2Mol_idx-in-all-generaetd-964,688.25
O14757_Pocket2Mol_idx-in-all-generaetd-965,1386.51
O14757_Pocket2Mol_idx-in-all-generaetd-966,295.85
O14757_Pocket2Mol_idx-in-all-generaetd-967,1193.23
O14757_Pocket2Mol_idx-in-all-generaetd-968,825.81
O14757_Pocket2Mol_idx-in-all-generaetd-969,791.4799999999999
O14757_Pocket2Mol_idx-in-all-generaetd-970,351.77
O14757_Pocket2Mol_idx-in-all-generaetd-971,792.7800000000001
O14757_Pocket2Mol_idx-in-all-generaetd-972,249.42999999999998
O14757_Pocket2Mol_idx-in-all-generaetd-973,309.19000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-974,224.85999999999999
O14757_Pocket2Mol_idx-in-all-generaetd-975,423.94999999999993
O14757_Pocket2Mol_idx-in-all-generaetd-976,259.28
O14757_Pocket2Mol_idx-in-all-generaetd-977,458.97999999999996
O14757_Pocket2Mol_idx-in-all-generaetd-978,314.8
O14757_Pocket2Mol_idx-in-all-generaetd-979,222.38000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-980,643.34
O14757_Pocket2Mol_idx-in-all-generaetd-981,98.61
O14757_Pocket2Mol_idx-in-all-generaetd-982,1812.73
O14757_Pocket2Mol_idx-in-all-generaetd-983,963.0699999999999
O14757_Pocket2Mol_idx-in-all-generaetd-984,785.66
O14757_Pocket2Mol_idx-in-all-generaetd-985,821.55
O14757_Pocket2Mol_idx-in-all-generaetd-986,2030.96
O14757_Pocket2Mol_idx-in-all-generaetd-987,454.6
O14757_Pocket2Mol_idx-in-all-generaetd-988,1153.1599999999999
O14757_Pocket2Mol_idx-in-all-generaetd-989,264.45
O14757_Pocket2Mol_idx-in-all-generaetd-990,641.04
O14757_Pocket2Mol_idx-in-all-generaetd-991,163.94
O14757_Pocket2Mol_idx-in-all-generaetd-992,866.8600000000001
O14757_Pocket2Mol_idx-in-all-generaetd-993,442.45000000000005
O14757_Pocket2Mol_idx-in-all-generaetd-994,1379.29
O14757_Pocket2Mol_idx-in-all-generaetd-995,233.33000000000004
O14757_Pocket2Mol_idx-in-all-generaetd-996,706.8000000000001
O14757_Pocket2Mol_idx-in-all-generaetd-997,450.92
O14757_Pocket2Mol_idx-in-all-generaetd-998,625.88
O14757_Pocket2Mol_idx-in-all-generaetd-999,868.8699999999999
O14757_Pocket2Mol_idx-in-all-generaetd-1000,206.06000000000003
O14757_Pocket2Mol_idx-in-all-generaetd-1001,225.04000000000002
O14757_Pocket2Mol_idx-in-all-generaetd-1002,14143.12
O14757_Pocket2Mol_idx-in-all-generaetd-1003,807.28
O14757_Pocket2Mol_idx-in-all-generaetd-1004,825.14
O14757_Pocket2Mol_idx-in-all-generaetd-1005,14548.050000000001
O14757_Pocket2Mol_idx-in-all-generaetd-1006,466.89
O14757_Pocket2Mol_idx-in-all-generaetd-1007,435.78
O14757_Pocket2Mol_idx-in-all-generaetd-1008,1182.25
O14757_Pocket2Mol_idx-in-all-generaetd-1009,459.26
O14757_Pocket2Mol_idx-in-all-generaetd-1010,266.43
O14757_Pocket2Mol_idx-in-all-generaetd-1011,3926.44
O14757_Pocket2Mol_idx-in-all-generaetd-1012,522.66
O14757_Pocket2Mol_idx-in-all-generaetd-1013,762.09
O14757_Pocket2Mol_idx-in-all-generaetd-1014,1196.62
O14757_Pocket2Mol_idx-in-all-generaetd-1015,631.4300000000001
O14757_Pocket2Mol_idx-in-all-generaetd-1016,444.14
